beneficiary_id,name,age,gender,state,program,education_level,enrollment_date,scholarship_amount,status
BEN0286,Student 286,24,Male,Uttar Pradesh,Digital Literacy,Secondary,2023-06-17,0,Dropped
BEN0287,Student 287,19,Female,West Bengal,Skill Development,Senior Secondary,2022-09-12,0,Completed
BEN0288,Student 288,21,Female,Jharkhand,Career Guidance,Primary,2023-12-20,5000,Active
BEN0289,Student 289,13,Male,Uttar Pradesh,Health & Nutrition,Primary,2021-01-17,2000,Completed
BEN0290,Student 290,10,Female,Delhi,Career Guidance,Graduate,2022-09-06,5000,Completed
BEN0291,Student 291,16,Other,West Bengal,Health & Nutrition,Primary,2021-08-01,5000,Completed
BEN0292,Student 292,12,Male,Punjab,Skill Development,Graduate,2021-10-03,0,Active
BEN0293,Student 293,24,Male,Delhi,Health & Nutrition,Graduate,2022-06-26,3500,Dropped
BEN0294,Student 294,21,Female,Maharashtra,Women Empowerment,Graduate,2021-08-25,3500,Active
BEN0295,Student 295,10,Female,Haryana,Women Empowerment,Primary,2021-08-08,0,Active
BEN0296,Student 296,8,Male,West Bengal,Women Empowerment,Graduate,2021-11-15,5000,Active
BEN0297,Student 297,27,Female,Punjab,Scholarship Program,Primary,2022-07-12,3500,Active
BEN0298,Student 298,8,Female,Jharkhand,Skill Development,Graduate,2022-08-01,0,Completed
BEN0299,Student 299,10,Female,Bihar,Career Guidance,Vocational,2022-03-08,3500,Active
BEN0300,Student 300,25,Female,Uttar Pradesh,Career Guidance,Graduate,2022-12-04,10000,Active
BEN0301,Student 301,17,Female,Uttar Pradesh,Scholarship Program,Secondary,2022-02-21,0,Completed
BEN0302,Student 302,10,Male,Maharashtra,Health & Nutrition,Graduate,2022-06-25,5000,Active
BEN0303,Student 303,15,Male,Maharashtra,Scholarship Program,Senior Secondary,2023-11-02,0,Active
BEN0304,Student 304,21,Female,Uttar Pradesh,Health & Nutrition,Graduate,2023-09-28,5000,Active
BEN0305,Student 305,25,Female,West Bengal,Health & Nutrition,Secondary,2022-05-30,5000,Active
BEN0306,Student 306,22,Male,Maharashtra,Digital Literacy,Secondary,2021-04-15,2000,Active
BEN0307,Student 307,9,Female,Rajasthan,Career Guidance,Primary,2021-07-09,2000,Completed
BEN0308,Student 308,17,Female,Bihar,Women Empowerment,Vocational,2023-05-18,5000,Active
BEN0309,Student 309,9,Female,Rajasthan,Health & Nutrition,Graduate,2022-07-21,2000,Active
BEN0310,Student 310,24,Female,Delhi,Digital Literacy,Primary,2021-04-01,5000,Completed
BEN0311,Student 311,15,Female,Uttar Pradesh,Career Guidance,Vocational,2021-01-08,0,Completed
BEN0312,Student 312,8,Female,Delhi,Women Empowerment,Graduate,2022-11-15,7500,Active
BEN0313,Student 313,16,Female,Delhi,Health & Nutrition,Senior Secondary,2021-09-25,5000,Active
BEN0314,Student 314,18,Male,Bihar,Health & Nutrition,Graduate,2022-06-21,7500,Active
BEN0315,Student 315,23,Female,Rajasthan,Scholarship Program,Secondary,2021-11-27,0,Active
BEN0316,Student 316,14,Male,Delhi,Scholarship Program,Secondary,2023-06-24,3500,Active
BEN0317,Student 317,17,Male,Jharkhand,Career Guidance,Senior Secondary,2023-05-26,3500,Active
BEN0318,Student 318,10,Female,Uttar Pradesh,Women Empowerment,Primary,2021-01-20,2000,Dropped
BEN0319,Student 319,25,Male,Haryana,Health & Nutrition,Vocational,2021-08-18,2000,Active
BEN0320,Student 320,20,Male,Punjab,Career Guidance,Graduate,2021-06-04,0,Completed
BEN0321,Student 321,14,Female,Delhi,Career Guidance,Secondary,2021-11-02,5000,Active
BEN0322,Student 322,11,Male,Bihar,Skill Development,Primary,2021-03-15,3500,Completed
BEN0323,Student 323,20,Male,Delhi,Scholarship Program,Senior Secondary,2023-01-27,0,Completed
BEN0324,Student 324,27,Female,Rajasthan,Women Empowerment,Secondary,2021-10-31,3500,Completed
BEN0325,Student 325,8,Female,Madhya Pradesh,Health & Nutrition,Senior Secondary,2023-05-31,2000,Active
BEN0326,Student 326,15,Male,Uttar Pradesh,Career Guidance,Graduate,2021-09-19,0,Completed
BEN0327,Student 327,21,Female,Rajasthan,Health & Nutrition,Vocational,2021-03-27,10000,Active
BEN0328,Student 328,23,Female,Uttar Pradesh,Skill Development,Secondary,2022-09-24,7500,Completed
BEN0329,Student 329,21,Female,Delhi,Women Empowerment,Secondary,2023-01-17,3500,Active
BEN0330,Student 330,19,Female,Madhya Pradesh,Career Guidance,Graduate,2021-03-23,0,Active
BEN0331,Student 331,26,Other,Uttar Pradesh,Health & Nutrition,Primary,2023-01-03,5000,Active
BEN0332,Student 332,22,Female,Rajasthan,Scholarship Program,Vocational,2022-03-07,2000,Active
BEN0333,Student 333,9,Female,Bihar,Skill Development,Secondary,2022-05-27,2000,Active
BEN0334,Student 334,9,Female,Punjab,Women Empowerment,Vocational,2021-07-30,2000,Active
BEN0335,Student 335,26,Male,Delhi,Skill Development,Secondary,2022-12-26,3500,Dropped
BEN0336,Student 336,24,Male,Bihar,Scholarship Program,Vocational,2023-04-13,3500,Completed
BEN0337,Student 337,27,Female,Maharashtra,Women Empowerment,Senior Secondary,2021-11-13,2000,Dropped
BEN0338,Student 338,17,Female,Bihar,Skill Development,Secondary,2022-04-30,3500,Active
BEN0339,Student 339,13,Female,Punjab,Digital Literacy,Vocational,2021-11-29,7500,Completed
BEN0340,Student 340,22,Male,Maharashtra,Scholarship Program,Primary,2021-12-29,2000,Completed
BEN0341,Student 341,18,Female,Madhya Pradesh,Scholarship Program,Senior Secondary,2023-04-25,5000,Completed
BEN0342,Student 342,12,Male,Maharashtra,Scholarship Program,Senior Secondary,2021-02-20,7500,Completed
BEN0343,Student 343,8,Female,Punjab,Digital Literacy,Primary,2022-01-03,2000,Active
BEN0344,Student 344,15,Female,Haryana,Digital Literacy,Vocational,2022-11-12,2000,Completed
BEN0345,Student 345,19,Female,Maharashtra,Health & Nutrition,Graduate,2023-04-24,3500,Active
BEN0346,Student 346,19,Female,Maharashtra,Career Guidance,Primary,2022-05-24,3500,Active
BEN0347,Student 347,12,Female,Delhi,Skill Development,Vocational,2022-07-01,5000,Active
BEN0348,Student 348,14,Male,Delhi,Health & Nutrition,Primary,2021-11-23,2000,Dropped
BEN0349,Student 349,11,Female,Rajasthan,Skill Development,Primary,2021-08-10,10000,Completed
BEN0350,Student 350,13,Male,Delhi,Career Guidance,Secondary,2023-02-23,0,Dropped
BEN0351,Student 351,20,Female,Bihar,Digital Literacy,Vocational,2021-03-21,0,Completed
BEN0352,Student 352,27,Female,Uttar Pradesh,Career Guidance,Graduate,2023-08-22,3500,Active
BEN0353,Student 353,22,Female,Uttar Pradesh,Digital Literacy,Secondary,2022-04-01,0,Active
BEN0354,Student 354,10,Female,Jharkhand,Career Guidance,Primary,2022-02-13,0,Active
BEN0355,Student 355,15,Female,Haryana,Health & Nutrition,Primary,2023-08-01,2000,Active
BEN0356,Student 356,27,Female,Delhi,Women Empowerment,Primary,2022-12-18,0,Active
BEN0357,Student 357,23,Male,Rajasthan,Health & Nutrition,Vocational,2022-09-18,0,Active
BEN0358,Student 358,20,Male,West Bengal,Skill Development,Vocational,2022-04-12,10000,Active
BEN0359,Student 359,25,Male,Delhi,Health & Nutrition,Secondary,2022-04-02,0,Dropped
BEN0360,Student 360,17,Male,Jharkhand,Scholarship Program,Graduate,2021-02-18,5000,Active
BEN0361,Student 361,26,Female,Uttar Pradesh,Skill Development,Secondary,2022-01-31,5000,Completed
BEN0362,Student 362,24,Female,Uttar Pradesh,Career Guidance,Senior Secondary,2023-03-28,7500,Completed
BEN0363,Student 363,26,Male,Punjab,Skill Development,Primary,2022-11-04,0,Active
BEN0364,Student 364,12,Male,Uttar Pradesh,Women Empowerment,Primary,2022-07-25,7500,Active
BEN0365,Student 365,16,Male,Maharashtra,Digital Literacy,Primary,2021-05-23,3500,Active
BEN0366,Student 366,19,Female,Jharkhand,Career Guidance,Secondary,2022-07-26,3500,Active
BEN0367,Student 367,8,Female,Delhi,Skill Development,Secondary,2022-12-21,3500,Completed
BEN0368,Student 368,8,Male,Madhya Pradesh,Career Guidance,Primary,2023-11-10,5000,Active
BEN0369,Student 369,22,Female,Punjab,Career Guidance,Secondary,2023-03-30,2000,Active
BEN0370,Student 370,9,Female,Delhi,Career Guidance,Vocational,2022-11-10,5000,Active
BEN0371,Student 371,23,Male,West Bengal,Digital Literacy,Vocational,2021-02-26,3500,Dropped
BEN0372,Student 372,15,Female,Rajasthan,Health & Nutrition,Secondary,2021-08-25,5000,Completed
BEN0373,Student 373,20,Female,Madhya Pradesh,Career Guidance,Primary,2022-06-19,10000,Completed
BEN0374,Student 374,8,Male,Madhya Pradesh,Scholarship Program,Secondary,2022-01-01,0,Active
BEN0375,Student 375,23,Male,Uttar Pradesh,Women Empowerment,Secondary,2022-06-28,10000,Completed
BEN0376,Student 376,14,Male,Haryana,Digital Literacy,Secondary,2021-03-20,0,Completed
BEN0377,Student 377,12,Male,Haryana,Skill Development,Senior Secondary,2021-08-11,0,Completed
BEN0378,Student 378,10,Female,Madhya Pradesh,Digital Literacy,Vocational,2023-06-09,0,Dropped
BEN0379,Student 379,19,Female,Jharkhand,Skill Development,Graduate,2022-12-09,2000,Active
BEN0380,Student 380,23,Male,Madhya Pradesh,Digital Literacy,Graduate,2022-10-05,3500,Dropped
BEN0381,Student 381,26,Male,Bihar,Skill Development,Senior Secondary,2023-06-13,0,Dropped
BEN0382,Student 382,12,Male,Madhya Pradesh,Career Guidance,Secondary,2023-11-14,0,Active
BEN0383,Student 383,21,Male,Rajasthan,Health & Nutrition,Senior Secondary,2021-08-25,7500,Active
BEN0384,Student 384,12,Female,Rajasthan,Skill Development,Senior Secondary,2023-02-28,5000,Dropped
BEN0385,Student 385,22,Male,Jharkhand,Skill Development,Primary,2022-01-25,5000,Active
BEN0386,Student 386,24,Male,Bihar,Scholarship Program,Vocational,2022-06-06,7500,Active
BEN0387,Student 387,21,Male,Delhi,Skill Development,Graduate,2021-04-01,5000,Dropped
BEN0388,Student 388,27,Female,Delhi,Scholarship Program,Secondary,2023-06-13,0,Completed
BEN0389,Student 389,12,Male,Bihar,Women Empowerment,Graduate,2021-01-04,2000,Active
BEN0390,Student 390,19,Female,Maharashtra,Career Guidance,Graduate,2023-12-01,5000,Completed
BEN0391,Student 391,23,Male,Rajasthan,Scholarship Program,Vocational,2022-02-08,0,Active
BEN0392,Student 392,23,Female,Madhya Pradesh,Health & Nutrition,Graduate,2023-01-16,3500,Active
BEN0393,Student 393,14,Female,Bihar,Career Guidance,Graduate,2023-06-03,0,Active
BEN0394,Student 394,11,Male,Madhya Pradesh,Scholarship Program,Senior Secondary,2021-05-24,2000,Completed
BEN0395,Student 395,8,Male,Uttar Pradesh,Career Guidance,Vocational,2022-11-08,3500,Active
BEN0396,Student 396,12,Female,Bihar,Career Guidance,Primary,2022-10-05,3500,Completed
BEN0397,Student 397,17,Female,Maharashtra,Career Guidance,Secondary,2021-09-13,3500,Completed
BEN0398,Student 398,12,Female,West Bengal,Women Empowerment,Graduate,2022-09-08,3500,Active
BEN0399,Student 399,11,Female,Bihar,Health & Nutrition,Secondary,2023-11-05,0,Completed
BEN0400,Student 400,9,Female,Delhi,Digital Literacy,Primary,2022-09-26,0,Active
BEN0401,Student 401,27,Female,Delhi,Digital Literacy,Secondary,2023-04-17,7500,Completed
BEN0402,Student 402,17,Male,Delhi,Scholarship Program,Primary,2022-10-31,3500,Active
BEN0403,Student 403,26,Female,Madhya Pradesh,Career Guidance,Senior Secondary,2023-04-05,0,Dropped
BEN0404,Student 404,8,Male,Uttar Pradesh,Scholarship Program,Graduate,2022-08-29,5000,Active
BEN0405,Student 405,12,Female,Rajasthan,Women Empowerment,Primary,2021-09-18,0,Active
BEN0406,Student 406,20,Male,Bihar,Women Empowerment,Secondary,2022-01-28,2000,Completed
BEN0407,Student 407,11,Male,Delhi,Skill Development,Graduate,2023-05-12,0,Active
BEN0408,Student 408,23,Male,Bihar,Women Empowerment,Senior Secondary,2023-02-16,5000,Active
BEN0409,Student 409,23,Female,Uttar Pradesh,Skill Development,Graduate,2021-12-23,3500,Completed
BEN0410,Student 410,9,Male,Bihar,Health & Nutrition,Primary,2022-09-09,0,Completed
BEN0411,Student 411,24,Male,Uttar Pradesh,Scholarship Program,Senior Secondary,2023-04-12,7500,Completed
BEN0412,Student 412,27,Male,West Bengal,Health & Nutrition,Secondary,2021-01-01,2000,Active
BEN0413,Student 413,19,Female,Delhi,Women Empowerment,Senior Secondary,2022-09-15,0,Completed
BEN0414,Student 414,25,Other,Punjab,Health & Nutrition,Senior Secondary,2022-08-11,0,Active
BEN0415,Student 415,10,Female,Bihar,Health & Nutrition,Vocational,2022-03-07,0,Completed
BEN0416,Student 416,8,Female,West Bengal,Health & Nutrition,Senior Secondary,2023-05-31,0,Completed
BEN0417,Student 417,8,Female,Madhya Pradesh,Women Empowerment,Senior Secondary,2022-10-22,3500,Active
BEN0418,Student 418,26,Female,Maharashtra,Career Guidance,Graduate,2023-08-11,5000,Active
BEN0419,Student 419,18,Male,Jharkhand,Health & Nutrition,Secondary,2023-06-24,3500,Active
BEN0420,Student 420,12,Male,Rajasthan,Skill Development,Graduate,2023-06-25,0,Active
BEN0421,Student 421,19,Male,Rajasthan,Women Empowerment,Graduate,2022-03-14,0,Active
BEN0422,Student 422,10,Male,Rajasthan,Health & Nutrition,Primary,2023-11-13,0,Active
BEN0423,Student 423,8,Male,Rajasthan,Career Guidance,Graduate,2023-08-28,2000,Completed
BEN0424,Student 424,8,Female,Delhi,Women Empowerment,Vocational,2021-12-14,5000,Active
BEN0425,Student 425,15,Male,Bihar,Digital Literacy,Vocational,2021-06-23,0,Dropped
BEN0426,Student 426,17,Female,Madhya Pradesh,Career Guidance,Primary,2022-08-05,5000,Active
BEN0427,Student 427,18,Female,Rajasthan,Skill Development,Secondary,2023-11-22,7500,Completed
BEN0428,Student 428,19,Male,Jharkhand,Health & Nutrition,Secondary,2022-11-18,2000,Completed
BEN0429,Student 429,20,Female,Madhya Pradesh,Digital Literacy,Graduate,2021-07-11,5000,Active
BEN0430,Student 430,19,Female,Punjab,Digital Literacy,Graduate,2022-04-27,3500,Active
BEN0431,Student 431,21,Male,Uttar Pradesh,Women Empowerment,Graduate,2022-09-28,3500,Completed
BEN0432,Student 432,9,Female,Uttar Pradesh,Digital Literacy,Secondary,2022-04-06,3500,Active
BEN0433,Student 433,26,Female,Bihar,Skill Development,Senior Secondary,2022-02-12,2000,Dropped
BEN0434,Student 434,25,Female,Bihar,Skill Development,Vocational,2021-10-29,0,Active
BEN0435,Student 435,10,Female,West Bengal,Scholarship Program,Senior Secondary,2021-02-20,2000,Dropped
BEN0436,Student 436,24,Female,Uttar Pradesh,Skill Development,Senior Secondary,2021-04-05,0,Active
BEN0437,Student 437,15,Female,Jharkhand,Career Guidance,Secondary,2022-05-17,3500,Completed
BEN0438,Student 438,17,Male,Bihar,Digital Literacy,Senior Secondary,2023-09-01,0,Completed
BEN0439,Student 439,9,Male,Madhya Pradesh,Skill Development,Primary,2021-05-30,7500,Completed
BEN0440,Student 440,26,Male,Madhya Pradesh,Women Empowerment,Graduate,2023-07-22,5000,Active
BEN0441,Student 441,16,Female,Uttar Pradesh,Scholarship Program,Primary,2023-04-29,2000,Completed
BEN0442,Student 442,14,Male,Rajasthan,Digital Literacy,Vocational,2022-02-03,0,Active
BEN0443,Student 443,11,Female,Bihar,Scholarship Program,Graduate,2023-02-26,7500,Completed
BEN0444,Student 444,25,Female,Delhi,Digital Literacy,Senior Secondary,2023-10-10,5000,Active
BEN0445,Student 445,20,Female,Bihar,Women Empowerment,Vocational,2023-03-30,5000,Completed
BEN0446,Student 446,18,Other,Delhi,Scholarship Program,Graduate,2022-05-15,0,Active
BEN0447,Student 447,11,Female,Bihar,Health & Nutrition,Senior Secondary,2021-10-30,2000,Completed
BEN0448,Student 448,11,Female,Rajasthan,Career Guidance,Primary,2021-01-12,0,Completed
BEN0449,Student 449,17,Male,Rajasthan,Career Guidance,Graduate,2021-08-07,0,Completed
BEN0450,Student 450,12,Female,Madhya Pradesh,Digital Literacy,Senior Secondary,2023-05-21,5000,Active
BEN0451,Student 451,16,Male,Delhi,Health & Nutrition,Primary,2022-03-25,5000,Active
BEN0452,Student 452,10,Male,Madhya Pradesh,Scholarship Program,Vocational,2021-12-27,3500,Dropped
BEN0453,Student 453,24,Female,Uttar Pradesh,Health & Nutrition,Vocational,2023-11-27,7500,Active
BEN0454,Student 454,10,Female,Bihar,Health & Nutrition,Vocational,2023-08-10,3500,Active
BEN0455,Student 455,23,Male,West Bengal,Scholarship Program,Vocational,2021-04-13,2000,Completed
BEN0456,Student 456,11,Female,Delhi,Women Empowerment,Secondary,2022-05-26,2000,Completed
BEN0457,Student 457,25,Female,Rajasthan,Health & Nutrition,Graduate,2021-09-06,7500,Active
BEN0458,Student 458,24,Female,Rajasthan,Health & Nutrition,Graduate,2023-07-24,0,Completed
BEN0459,Student 459,14,Female,Bihar,Women Empowerment,Secondary,2021-10-01,7500,Completed
BEN0460,Student 460,12,Female,Uttar Pradesh,Health & Nutrition,Senior Secondary,2023-08-10,5000,Active
BEN0461,Student 461,19,Other,Uttar Pradesh,Health & Nutrition,Senior Secondary,2023-12-24,0,Dropped
BEN0462,Student 462,24,Female,West Bengal,Health & Nutrition,Vocational,2022-10-12,3500,Active
BEN0463,Student 463,20,Female,Bihar,Career Guidance,Primary,2023-06-26,7500,Active
BEN0464,Student 464,10,Female,Uttar Pradesh,Skill Development,Senior Secondary,2023-10-31,3500,Active
BEN0465,Student 465,16,Female,Bihar,Women Empowerment,Primary,2023-05-24,7500,Active
BEN0466,Student 466,24,Male,Madhya Pradesh,Health & Nutrition,Graduate,2023-07-03,7500,Dropped
BEN0467,Student 467,24,Male,Delhi,Career Guidance,Primary,2021-11-22,2000,Active
BEN0468,Student 468,27,Male,Bihar,Women Empowerment,Graduate,2023-08-31,2000,Active
BEN0469,Student 469,23,Male,Rajasthan,Digital Literacy,Secondary,2023-07-11,7500,Active
BEN0470,Student 470,20,Female,Haryana,Digital Literacy,Secondary,2022-06-15,3500,Completed
BEN0471,Student 471,26,Female,Uttar Pradesh,Health & Nutrition,Vocational,2022-05-22,0,Completed
BEN0472,Student 472,24,Female,Uttar Pradesh,Career Guidance,Senior Secondary,2022-07-22,0,Active
BEN0473,Student 473,11,Male,Uttar Pradesh,Career Guidance,Vocational,2023-12-04,3500,Active
BEN0474,Student 474,19,Female,Madhya Pradesh,Women Empowerment,Graduate,2023-09-20,7500,Completed
BEN0475,Student 475,16,Female,Uttar Pradesh,Women Empowerment,Vocational,2022-05-05,5000,Active
BEN0476,Student 476,26,Female,Rajasthan,Career Guidance,Primary,2022-07-17,3500,Active
BEN0477,Student 477,19,Female,Jharkhand,Women Empowerment,Graduate,2023-06-20,0,Active
BEN0478,Student 478,16,Female,Maharashtra,Career Guidance,Secondary,2021-06-08,0,Completed
BEN0479,Student 479,14,Male,Bihar,Skill Development,Senior Secondary,2022-08-09,7500,Active
BEN0480,Student 480,21,Female,West Bengal,Career Guidance,Graduate,2022-04-26,0,Active
BEN0481,Student 481,27,Male,Rajasthan,Digital Literacy,Graduate,2022-07-11,0,Active
BEN0482,Student 482,26,Male,Rajasthan,Women Empowerment,Primary,2022-11-19,0,Dropped
BEN0483,Student 483,22,Female,Delhi,Career Guidance,Senior Secondary,2022-10-17,3500,Active
BEN0484,Student 484,23,Male,Punjab,Career Guidance,Secondary,2021-06-15,7500,Completed
BEN0485,Student 485,12,Female,Delhi,Women Empowerment,Graduate,2021-10-11,0,Active
BEN0486,Student 486,10,Male,Uttar Pradesh,Skill Development,Graduate,2021-11-05,2000,Active
BEN0487,Student 487,19,Female,Delhi,Skill Development,Primary,2022-04-19,3500,Completed
BEN0488,Student 488,27,Male,Madhya Pradesh,Women Empowerment,Vocational,2023-02-24,10000,Active
BEN0489,Student 489,11,Other,Uttar Pradesh,Scholarship Program,Secondary,2021-11-09,0,Completed
BEN0490,Student 490,23,Female,Delhi,Women Empowerment,Senior Secondary,2022-03-15,2000,Dropped
BEN0491,Student 491,14,Male,Delhi,Women Empowerment,Graduate,2021-05-12,2000,Completed
BEN0492,Student 492,20,Female,Delhi,Skill Development,Graduate,2023-04-30,7500,Active
BEN0493,Student 493,17,Other,Rajasthan,Skill Development,Secondary,2023-04-15,2000,Completed
BEN0494,Student 494,14,Female,Maharashtra,Women Empowerment,Vocational,2022-11-09,0,Active
BEN0495,Student 495,21,Male,Bihar,Women Empowerment,Graduate,2023-08-13,3500,Completed
BEN0496,Student 496,12,Female,Bihar,Women Empowerment,Secondary,2023-05-02,5000,Completed
BEN0497,Student 497,10,Female,Maharashtra,Skill Development,Primary,2021-05-08,0,Completed
BEN0498,Student 498,18,Female,Delhi,Women Empowerment,Vocational,2022-02-28,7500,Active
BEN0499,Student 499,18,Female,Uttar Pradesh,Women Empowerment,Senior Secondary,2023-05-11,0,Active
BEN0500,Student 500,25,Male,Punjab,Health & Nutrition,Graduate,2023-03-09,3500,Active
